날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,12995,14.04,1.23,1140,0.31,50
2012-01-03,12995,13.82,1.21,1140,0.32,50
2012-01-04,12995,13.9,1.22,1140,0.32,50
2012-01-05,12995,13.95,1.22,1140,0.31,50
2012-01-06,12995,13.6,1.19,1140,0.32,50
2012-01-09,12995,13.77,1.21,1140,0.32,50
2012-01-10,12995,13.33,1.17,1140,0.33,50
2012-01-11,12995,13.33,1.17,1140,0.33,50
2012-01-12,12995,13.9,1.22,1140,0.32,50
2012-01-13,12995,14.08,1.24,1140,0.31,50
2012-01-16,12995,13.82,1.21,1140,0.32,50
2012-01-17,12995,13.51,1.19,1140,0.32,50
2012-01-18,12995,13.86,1.22,1140,0.32,50
2012-01-19,12995,13.86,1.22,1140,0.32,50
2012-01-20,12995,13.64,1.2,1140,0.32,50
2012-01-25,12995,13.9,1.22,1140,0.32,50
2012-01-26,12995,13.82,1.21,1140,0.32,50
2012-01-27,12995,13.38,1.17,1140,0.33,50
2012-01-30,12995,13.38,1.17,1140,0.33,50
2012-01-31,12995,13.38,1.17,1140,0.33,50
2012-02-01,12995,13.29,1.17,1140,0.33,50
2012-02-02,12995,13.16,1.15,1140,0.33,50
2012-02-03,12995,13.33,1.17,1140,0.33,50
2012-02-06,12995,12.81,1.12,1140,0.34,50
2012-02-07,12995,12.89,1.13,1140,0.34,50
2012-02-08,12995,12.76,1.12,1140,0.34,50
2012-02-09,12995,12.76,1.12,1140,0.34,50
2012-02-10,12995,12.98,1.14,1140,0.34,50
2012-02-13,12995,13.07,1.15,1140,0.34,50
2012-02-14,12995,13.25,1.16,1140,0.33,50
2012-02-15,12995,13.16,1.15,1140,0.33,50
2012-02-16,12995,13.38,1.17,1140,0.33,50
2012-02-17,12995,13.29,1.17,1140,0.33,50
2012-02-20,12995,13.07,1.15,1140,0.34,50
2012-02-21,12995,13.07,1.15,1140,0.34,50
2012-02-22,12995,12.98,1.14,1140,0.34,50
2012-02-23,12995,13.25,1.16,1140,0.33,50
2012-02-24,12995,13.11,1.15,1140,0.33,50
2012-02-27,12995,12.85,1.13,1140,0.34,50
2012-02-28,12995,12.76,1.12,1140,0.34,50
2012-02-29,12995,12.72,1.12,1140,0.34,50
2012-03-02,12995,12.59,1.1,1140,0.35,50
2012-03-05,12995,12.54,1.1,1140,0.35,50
