날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,30843,7.72,0.81,3232,2.0,500
2012-01-03,30843,7.92,0.83,3232,1.95,500
2012-01-04,30843,7.91,0.83,3232,1.96,500
2012-01-05,30843,7.92,0.83,3232,1.95,500
2012-01-06,30843,7.78,0.82,3232,1.99,500
2012-01-09,30843,7.78,0.82,3232,1.99,500
2012-01-10,30843,8.08,0.85,3232,1.92,500
2012-01-11,30843,8.29,0.87,3232,1.87,500
2012-01-12,30843,8.28,0.87,3232,1.87,500
2012-01-13,30843,8.31,0.87,3232,1.86,500
2012-01-16,30843,8.2,0.86,3232,1.89,500
2012-01-17,30843,8.32,0.87,3232,1.86,500
2012-01-18,30843,8.23,0.86,3232,1.88,500
2012-01-19,30843,8.46,0.89,3232,1.83,500
2012-01-20,30843,8.85,0.93,3232,1.75,500
2012-01-25,30843,8.83,0.93,3232,1.75,500
2012-01-26,30843,8.66,0.91,3232,1.79,500
2012-01-27,30843,8.83,0.93,3232,1.75,500
2012-01-30,30843,9.07,0.95,3232,1.71,500
2012-01-31,30843,9.11,0.95,3232,1.7,500
2012-02-01,30843,9.33,0.98,3232,1.66,500
2012-02-02,30843,9.42,0.99,3232,1.64,500
2012-02-03,30843,9.02,0.95,3232,1.72,500
2012-02-06,30843,9.38,0.98,3232,1.65,500
2012-02-07,30843,8.93,0.94,3232,1.73,500
2012-02-08,30843,9.07,0.95,3232,1.71,500
2012-02-09,30843,9.1,0.95,3232,1.7,500
2012-02-10,30843,8.97,0.94,3232,1.72,500
2012-02-13,30843,9.2,0.96,3232,1.68,500
2012-02-14,30843,9.2,0.96,3232,1.68,500
2012-02-15,30843,9.07,0.95,3232,1.71,500
2012-02-16,30843,8.71,0.91,3232,1.78,500
2012-02-17,30843,9.03,0.95,3232,1.71,500
2012-02-20,30843,8.93,0.94,3232,1.73,500
2012-02-21,30843,8.96,0.94,3232,1.73,500
2012-02-22,30843,8.97,0.94,3232,1.72,500
