날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,127941,19.07,5.16,34614,0.34,2250
2012-01-03,127941,19.33,5.23,34614,0.34,2250
2012-01-04,127941,19.41,5.25,34614,0.33,2250
2012-01-05,127941,18.95,5.13,34614,0.34,2250
2012-01-06,127941,18.75,5.07,34614,0.35,2250
2012-01-09,127941,18.29,4.95,34614,0.36,2250
2012-01-10,127941,18.35,4.96,34614,0.35,2250
2012-01-11,127941,18.35,4.96,34614,0.35,2250
2012-01-12,127941,18.49,5.0,34614,0.35,2250
2012-01-13,127941,18.55,5.02,34614,0.35,2250
2012-01-16,127941,17.62,4.77,34614,0.37,2250
2012-01-17,127941,17.57,4.75,34614,0.37,2250
2012-01-18,127941,17.71,4.79,34614,0.37,2250
2012-01-19,127941,17.51,4.74,34614,0.37,2250
2012-01-20,127941,17.8,4.81,34614,0.37,2250
2012-01-25,127941,18.52,5.01,34614,0.35,2250
2012-01-26,127941,18.58,5.03,34614,0.35,2250
2012-01-27,127941,18.98,5.14,34614,0.34,2250
2012-01-30,127941,18.95,5.13,34614,0.34,2250
2012-01-31,127941,19.76,5.35,34614,0.33,2250
2012-02-01,127941,19.21,5.2,34614,0.34,2250
2012-02-02,127941,18.49,5.0,34614,0.35,2250
2012-02-03,127941,18.03,4.88,34614,0.36,2250
2012-02-06,127941,17.91,4.85,34614,0.36,2250
2012-02-07,127941,18.29,4.95,34614,0.36,2250
2012-02-08,127941,18.63,5.04,34614,0.35,2250
2012-02-09,127941,18.49,5.0,34614,0.35,2250
2012-02-10,127941,18.14,4.91,34614,0.36,2250
2012-02-13,127941,18.11,4.9,34614,0.36,2250
2012-02-14,127941,18.72,5.06,34614,0.35,2250
2012-02-15,127941,18.17,4.92,34614,0.36,2250
2012-02-16,127941,18.84,5.1,34614,0.35,2250
2012-02-17,127941,18.78,5.08,34614,0.35,2250
2012-02-20,127941,18.55,5.02,34614,0.35,2250
2012-02-21,127941,18.52,5.01,34614,0.35,2250
2012-02-22,127941,19.04,5.15,34614,0.34,2250
2012-02-23,127941,19.93,5.39,34614,0.33,2250
2012-02-24,127941,20.37,5.51,34614,0.32,2250
2012-02-27,127941,21.15,5.72,34614,0.31,2250
2012-02-28,127941,20.37,5.51,34614,0.32,2250
2012-02-29,127941,20.51,5.55,34614,0.32,2250
