날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,224733,22.04,4.67,47598,0.57,6000
2012-01-03,224733,22.69,4.81,47598,0.56,6000
2012-01-04,224733,22.48,4.76,47598,0.56,6000
2012-01-05,224733,22.4,4.74,47598,0.56,6000
2012-01-06,224733,22.06,4.67,47598,0.57,6000
2012-01-09,224733,21.03,4.45,47598,0.6,6000
2012-01-10,224733,21.01,4.45,47598,0.6,6000
2012-01-11,224733,20.65,4.37,47598,0.61,6000
2012-01-12,224733,20.84,4.41,47598,0.6,6000
2012-01-13,224733,20.67,4.38,47598,0.61,6000
2012-01-16,224733,21.09,4.47,47598,0.6,6000
2012-01-17,224733,21.24,4.5,47598,0.59,6000
2012-01-18,224733,21.07,4.46,47598,0.6,6000
2012-01-19,224733,21.39,4.53,47598,0.59,6000
2012-01-20,224733,21.81,4.62,47598,0.58,6000
2012-01-25,224733,21.45,4.54,47598,0.59,6000
2012-01-26,224733,21.68,4.59,47598,0.58,6000
2012-01-27,224733,21.77,4.61,47598,0.58,6000
2012-01-30,224733,20.93,4.43,47598,0.6,6000
2012-01-31,224733,21.03,4.45,47598,0.6,6000
2012-02-01,224733,20.97,4.44,47598,0.6,6000
2012-02-02,224733,20.93,4.43,47598,0.6,6000
2012-02-03,224733,20.59,4.36,47598,0.61,6000
2012-02-06,224733,20.67,4.38,47598,0.61,6000
2012-02-07,224733,20.99,4.45,47598,0.6,6000
2012-02-08,224733,21.01,4.45,47598,0.6,6000
2012-02-09,224733,20.8,4.41,47598,0.61,6000
2012-02-10,224733,20.25,4.29,47598,0.62,6000
2012-02-13,224733,20.48,4.34,47598,0.62,6000
2012-02-14,224733,20.25,4.29,47598,0.62,6000
2012-02-15,224733,20.59,4.36,47598,0.61,6000
2012-02-16,224733,21.14,4.48,47598,0.6,6000
2012-02-17,224733,21.74,4.61,47598,0.58,6000
2012-02-20,224733,21.77,4.61,47598,0.58,6000
2012-02-21,224733,21.83,4.62,47598,0.58,6000
2012-02-22,224733,21.74,4.61,47598,0.58,6000
2012-02-23,224733,22.33,4.73,47598,0.56,6000
2012-02-24,224733,22.35,4.73,47598,0.56,6000
2012-02-27,224733,22.06,4.67,47598,0.57,6000
2012-02-28,224733,21.72,4.6,47598,0.58,6000
2012-02-29,224733,21.56,4.57,47598,0.58,6000
2012-03-02,224733,21.39,4.53,47598,0.59,6000
2012-03-05,224733,21.95,4.65,47598,0.57,6000
2012-03-06,224733,22.21,4.7,47598,0.57,6000
2012-03-07,224733,22.29,4.72,47598,0.57,6000
2012-03-08,224733,22.21,4.7,47598,0.57,6000
2012-03-09,224733,22.71,4.81,47598,0.56,6000
2012-03-12,224733,23.45,4.97,47598,0.54,6000
2012-03-13,224733,23.82,5.05,47598,0.53,6000
2012-03-14,224733,24.58,5.21,47598,0.51,6000
2012-03-15,224733,24.54,5.2,47598,0.51,6000
2012-03-16,224733,25.09,5.31,47598,0.5,6000
2012-03-19,224733,24.94,5.28,47598,0.51,6000
2012-03-20,224733,24.43,5.18,47598,0.52,6000
2012-03-21,224733,23.64,5.01,47598,0.53,6000
2012-03-22,224733,24.24,5.13,47598,0.52,6000
2012-03-23,224733,24.58,5.21,47598,0.51,6000
2012-03-26,224733,24.81,5.26,47598,0.51,6000
2012-03-27,224733,24.33,5.15,47598,0.52,6000
2012-03-28,224733,24.45,5.18,47598,0.52,6000
2012-03-29,224733,24.79,5.25,47598,0.51,6000
2012-03-30,224733,25.19,5.34,47598,0.5,6000
2012-04-02,224733,24.31,5.15,47598,0.52,6000
2012-04-03,224733,24.1,5.1,47598,0.52,6000
2012-04-04,224733,24.2,5.13,47598,0.52,6000
2012-04-05,224733,24.2,5.13,47598,0.52,6000
2012-04-06,224733,23.57,4.99,47598,0.53,6000
2012-04-09,224733,23.87,5.05,47598,0.53,6000
2012-04-10,224733,22.77,4.82,47598,0.55,6000
