날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,46113,34.39,6.57,8811,0.2,600
2012-01-03,46113,34.11,6.52,8811,0.2,600
2012-01-04,46113,33.37,6.38,8811,0.2,600
2012-01-05,46113,31.38,6.0,8811,0.22,600
2012-01-06,46113,30.87,5.9,8811,0.22,600
2012-01-09,46113,30.64,5.86,8811,0.22,600
2012-01-10,46113,31.55,6.03,8811,0.22,600
2012-01-11,46113,31.21,5.96,8811,0.22,600
2012-01-12,46113,31.44,6.01,8811,0.22,600
2012-01-13,46113,32.29,6.17,8811,0.21,600
2012-01-16,46113,32.12,6.14,8811,0.21,600
2012-01-17,46113,32.01,6.12,8811,0.21,600
2012-01-18,46113,31.78,6.07,8811,0.21,600
2012-01-19,46113,32.01,6.12,8811,0.21,600
2012-01-20,46113,32.97,6.3,8811,0.21,600
2012-01-25,46113,32.06,6.13,8811,0.21,600
2012-01-26,46113,32.69,6.25,8811,0.21,600
2012-01-27,46113,33.54,6.41,8811,0.2,600
2012-01-30,46113,33.37,6.38,8811,0.2,600
2012-01-31,46113,33.42,6.39,8811,0.2,600
2012-02-01,46113,33.59,6.42,8811,0.2,600
2012-02-02,46113,32.74,6.26,8811,0.21,600
2012-02-03,46113,30.25,5.78,8811,0.23,600
2012-02-06,46113,29.05,5.55,8811,0.23,600
2012-02-07,46113,29.96,5.73,8811,0.23,600
2012-02-08,46113,30.76,5.88,8811,0.22,600
2012-02-09,46113,31.44,6.01,8811,0.22,600
2012-02-10,46113,31.72,6.06,8811,0.21,600
2012-02-13,46113,31.61,6.04,8811,0.22,600
2012-02-14,46113,32.91,6.29,8811,0.21,600
2012-02-15,46113,34.62,6.61,8811,0.2,600
2012-02-16,46113,33.31,6.36,8811,0.2,600
2012-02-17,46113,30.98,5.92,8811,0.22,600
2012-02-20,46113,30.98,5.92,8811,0.22,600
2012-02-21,46113,31.55,6.03,8811,0.22,600
2012-02-22,46113,31.66,6.05,8811,0.22,600
2012-02-23,46113,31.1,5.94,8811,0.22,600
2012-02-24,46113,30.76,5.88,8811,0.22,600
2012-02-27,46113,30.08,5.75,8811,0.23,600
2012-02-28,46113,30.93,5.91,8811,0.22,600
2012-02-29,46113,31.44,6.01,8811,0.22,600
2012-03-02,46113,31.66,6.05,8811,0.22,600
2012-03-05,46113,31.89,6.09,8811,0.21,600
2012-03-06,46113,31.84,6.08,8811,0.21,600
2012-03-07,46113,32.97,6.3,8811,0.21,600
2012-03-08,46113,32.52,6.21,8811,0.21,600
2012-03-09,46113,32.52,6.21,8811,0.21,600
2012-03-12,46113,32.01,6.12,8811,0.21,600
2012-03-13,46113,32.57,6.22,8811,0.21,600
2012-03-14,46113,34.22,6.54,8811,0.2,600
2012-03-15,46113,35.07,6.7,8811,0.19,600
2012-03-16,46113,34.5,6.59,8811,0.2,600
2012-03-19,46113,34.16,6.53,8811,0.2,600
2012-03-20,46113,34.5,6.59,8811,0.2,600
2012-03-21,46113,35.98,6.87,8811,0.19,600
2012-03-22,46113,36.32,6.94,8811,0.19,600
2012-03-23,46113,35.18,6.72,8811,0.19,600
2012-03-26,46113,34.96,6.68,8811,0.19,600
2012-03-27,46113,34.67,6.63,8811,0.2,600
2012-03-28,46113,35.3,6.74,8811,0.19,600
2012-03-29,46113,34.62,6.61,8811,0.2,600
2012-03-30,46113,33.99,6.49,8811,0.2,600
2012-04-02,46113,35.58,6.8,8811,0.19,600
2012-04-03,46113,35.35,6.76,8811,0.19,600
2012-04-04,46113,34.79,6.65,8811,0.2,600
2012-04-05,46113,36.43,6.96,8811,0.19,600
2012-04-06,46113,36.6,6.99,8811,0.19,600
2012-04-09,46113,35.75,6.83,8811,0.19,600
2012-04-10,46113,35.98,6.87,8811,0.19,600
2012-04-12,46113,36.55,6.98,8811,0.19,600
2012-04-13,46113,36.49,6.97,8811,0.19,600
2012-04-16,46113,35.75,6.83,8811,0.19,600
2012-04-17,46113,35.41,6.77,8811,0.19,600
2012-04-18,46113,35.07,6.7,8811,0.19,600
2012-04-19,46113,35.18,6.72,8811,0.19,600
2012-04-20,46113,34.73,6.64,8811,0.2,600
2012-04-23,46113,34.33,6.56,8811,0.2,600
2012-04-24,39157,48.38,7.53,6097,0.2,600
2012-04-25,39157,46.66,7.27,6097,0.21,600
2012-04-26,39157,45.92,7.15,6097,0.21,600
2012-04-27,39157,48.06,7.48,6097,0.2,600
2012-04-30,39157,48.06,7.48,6097,0.2,600
2012-05-02,39157,45.27,7.05,6097,0.22,600
2012-05-03,39157,44.78,6.97,6097,0.22,600
2012-05-04,39157,45.6,7.1,6097,0.22,600
2012-05-07,39157,44.86,6.98,6097,0.22,600
2012-05-08,39157,45.68,7.11,6097,0.22,600
2012-05-09,39157,45.84,7.14,6097,0.21,600
2012-05-10,39157,46.83,7.29,6097,0.21,600
2012-05-11,39157,45.92,7.15,6097,0.21,600
2012-05-14,39157,40.43,6.3,6097,0.24,600
2012-05-15,39157,40.76,6.35,6097,0.24,600
2012-05-16,39157,40.18,6.26,6097,0.24,600
2012-05-17,39157,38.63,6.01,6097,0.25,600
2012-05-18,39157,36.41,5.67,6097,0.27,600
2012-05-21,39157,34.94,5.44,6097,0.28,600
2012-05-22,39157,35.76,5.57,6097,0.28,600
2012-05-23,39157,38.54,6.0,6097,0.26,600
2012-05-24,39157,39.12,6.09,6097,0.25,600
2012-05-25,39157,38.3,5.96,6097,0.26,600
2012-05-29,39157,40.27,6.27,6097,0.24,600
2012-05-30,39157,40.68,6.33,6097,0.24,600
2012-05-31,39157,39.36,6.13,6097,0.25,600
2012-06-01,39157,39.61,6.17,6097,0.25,600
2012-06-04,39157,38.87,6.05,6097,0.25,600
2012-06-05,39157,41.0,6.38,6097,0.24,600
2012-06-07,39157,43.79,6.82,6097,0.22,600
2012-06-08,39157,43.96,6.84,6097,0.22,600
2012-06-11,39157,41.82,6.51,6097,0.24,600
2012-06-12,39157,42.48,6.61,6097,0.23,600
2012-06-13,39157,42.64,6.64,6097,0.23,600
2012-06-14,39157,42.23,6.58,6097,0.23,600
2012-06-15,39157,41.0,6.38,6097,0.24,600
2012-06-18,39157,42.4,6.6,6097,0.23,600
2012-06-19,39157,43.14,6.72,6097,0.23,600
2012-06-20,39157,44.28,6.9,6097,0.22,600
2012-06-21,39157,44.45,6.92,6097,0.22,600
2012-06-22,39157,45.19,7.04,6097,0.22,600
2012-06-25,39157,46.99,7.32,6097,0.21,600
2012-06-26,39157,45.92,7.15,6097,0.21,600
2012-06-27,39157,44.69,6.96,6097,0.22,600
2012-06-28,39157,43.3,6.74,6097,0.23,600
2012-06-29,39157,44.78,6.97,6097,0.22,600
2012-07-02,39157,44.53,6.93,6097,0.22,600
2012-07-03,39157,45.76,7.13,6097,0.22,600
2012-07-04,39157,44.94,7.0,6097,0.22,600
2012-07-05,39157,44.69,6.96,6097,0.22,600
2012-07-06,39157,42.15,6.56,6097,0.23,600
2012-07-09,39157,39.94,6.22,6097,0.25,600
2012-07-10,39157,40.35,6.28,6097,0.24,600
2012-07-11,39157,38.95,6.07,6097,0.25,600
2012-07-12,39157,35.67,5.55,6097,0.28,600
2012-07-13,39157,36.74,5.72,6097,0.27,600
2012-07-16,39157,34.28,5.34,6097,0.29,600
2012-07-17,39157,36.41,5.67,6097,0.27,600
2012-07-18,39157,34.12,5.31,6097,0.29,600
2012-07-19,39157,33.3,5.18,6097,0.3,600
2012-07-20,39157,35.51,5.53,6097,0.28,600
2012-07-23,39157,34.85,5.43,6097,0.28,600
2012-07-24,39157,34.44,5.36,6097,0.29,600
2012-07-25,39157,33.71,5.25,6097,0.29,600
2012-07-26,39157,34.77,5.41,6097,0.28,600
2012-07-27,39157,36.08,5.62,6097,0.27,600
2012-07-30,39157,36.82,5.73,6097,0.27,600
2012-07-31,39157,36.74,5.72,6097,0.27,600
2012-08-01,39157,37.48,5.84,6097,0.26,600
2012-08-02,39157,38.3,5.96,6097,0.26,600
2012-08-03,39157,38.3,5.96,6097,0.26,600
2012-08-06,39157,38.22,5.95,6097,0.26,600
2012-08-07,39157,38.54,6.0,6097,0.26,600
2012-08-08,39157,36.74,5.72,6097,0.27,600
2012-08-09,39157,37.4,5.82,6097,0.26,600
2012-08-10,39157,36.66,5.71,6097,0.27,600
2012-08-13,39157,37.56,5.85,6097,0.26,600
2012-08-14,39157,37.72,5.87,6097,0.26,600
2012-08-16,39157,39.04,6.08,6097,0.25,600
2012-08-17,39157,39.36,6.13,6097,0.25,600
2012-08-20,39157,40.1,6.24,6097,0.25,600
2012-08-21,39157,39.86,6.21,6097,0.25,600
2012-08-22,39157,40.27,6.27,6097,0.24,600
2012-08-23,39157,40.76,6.35,6097,0.24,600
2012-08-24,39157,39.86,6.21,6097,0.25,600
2012-08-27,39157,40.18,6.26,6097,0.24,600
2012-08-28,39157,41.5,6.46,6097,0.24,600
2012-08-29,39157,41.82,6.51,6097,0.24,600
2012-08-30,39157,41.74,6.5,6097,0.24,600
2012-08-31,39157,41.41,6.45,6097,0.24,600
2012-09-03,39157,43.3,6.74,6097,0.23,600
2012-09-04,39157,43.96,6.84,6097,0.22,600
2012-09-05,39157,44.12,6.87,6097,0.22,600
2012-09-06,39157,45.92,7.15,6097,0.21,600
2012-09-07,39157,46.99,7.32,6097,0.21,600
2012-09-10,39157,43.79,6.82,6097,0.22,600
2012-09-11,39157,44.61,6.95,6097,0.22,600
2012-09-12,39157,44.28,6.9,6097,0.22,600
2012-09-13,39157,43.55,6.78,6097,0.23,600
2012-09-14,39157,43.96,6.84,6097,0.22,600
2012-09-17,39157,41.0,6.38,6097,0.24,600
2012-09-18,39157,41.99,6.54,6097,0.23,600
2012-09-19,39157,41.66,6.49,6097,0.24,600
2012-09-20,39157,41.99,6.54,6097,0.23,600
2012-09-21,39157,41.91,6.53,6097,0.23,600
2012-09-24,39157,42.32,6.59,6097,0.23,600
2012-09-25,39157,41.0,6.38,6097,0.24,600
2012-09-26,39157,39.86,6.21,6097,0.25,600
2012-09-27,39157,39.36,6.13,6097,0.25,600
2012-09-28,39157,38.95,6.07,6097,0.25,600
2012-10-02,39157,38.63,6.01,6097,0.25,600
2012-10-04,39157,39.53,6.15,6097,0.25,600
2012-10-05,39157,40.02,6.23,6097,0.25,600
2012-10-08,39157,39.2,6.1,6097,0.25,600
2012-10-09,39157,36.82,5.73,6097,0.27,600
2012-10-10,39157,35.43,5.52,6097,0.28,600
2012-10-11,39157,35.26,5.49,6097,0.28,600
2012-10-12,39157,35.92,5.59,6097,0.27,600
2012-10-15,39157,34.53,5.38,6097,0.29,600
2012-10-16,39157,35.43,5.52,6097,0.28,600
2012-10-17,39157,36.74,5.72,6097,0.27,600
2012-10-18,39157,35.67,5.55,6097,0.28,600
2012-10-19,39157,35.02,5.45,6097,0.28,600
2012-10-22,39157,34.2,5.32,6097,0.29,600
2012-10-23,39157,33.62,5.24,6097,0.29,600
2012-10-24,39157,34.03,5.3,6097,0.29,600
2012-10-25,39157,33.87,5.27,6097,0.29,600
2012-10-26,39157,33.21,5.17,6097,0.3,600
2012-10-29,39157,33.46,5.21,6097,0.29,600
2012-10-30,39157,34.69,5.4,6097,0.28,600
2012-10-31,39157,34.28,5.34,6097,0.29,600
2012-11-01,39157,33.54,5.22,6097,0.29,600
2012-11-02,39157,34.12,5.31,6097,0.29,600
2012-11-05,39157,33.38,5.2,6097,0.29,600
2012-11-06,39157,34.69,5.4,6097,0.28,600
2012-11-07,39157,34.94,5.44,6097,0.28,600
2012-11-08,39157,30.42,4.74,6097,0.32,600
2012-11-09,39157,29.28,4.56,6097,0.34,600
2012-11-12,39157,27.96,4.35,6097,0.35,600
2012-11-13,39157,27.72,4.32,6097,0.36,600
2012-11-14,39157,26.16,4.07,6097,0.38,600
2012-11-15,39157,26.65,4.15,6097,0.37,600
2012-11-16,39157,25.59,3.98,6097,0.38,600
2012-11-19,39157,25.59,3.98,6097,0.38,600
2012-11-20,39157,27.23,4.24,6097,0.36,600
2012-11-21,39157,26.0,4.05,6097,0.38,600
2012-11-22,39157,26.16,4.07,6097,0.38,600
2012-11-23,39157,26.73,4.16,6097,0.37,600
2012-11-26,39157,26.98,4.2,6097,0.36,600
2012-11-27,39157,27.31,4.25,6097,0.36,600
2012-11-28,39157,27.31,4.25,6097,0.36,600
2012-11-29,39157,27.06,4.21,6097,0.36,600
2012-11-30,39157,26.49,4.12,6097,0.37,600
2012-12-03,39157,26.49,4.12,6097,0.37,600
2012-12-04,39157,26.0,4.05,6097,0.38,600
2012-12-05,39157,24.11,3.75,6097,0.41,600
2012-12-06,39157,23.62,3.68,6097,0.42,600
2012-12-07,39157,24.52,3.82,6097,0.4,600
2012-12-10,39157,25.59,3.98,6097,0.38,600
2012-12-11,39157,25.59,3.98,6097,0.38,600
2012-12-12,39157,25.59,3.98,6097,0.38,600
2012-12-13,39157,27.06,4.21,6097,0.36,600
2012-12-14,39157,27.06,4.21,6097,0.36,600
2012-12-17,39157,25.91,4.04,6097,0.38,600
2012-12-18,39157,25.75,4.01,6097,0.38,600
2012-12-20,39157,24.19,3.77,6097,0.41,600
2012-12-21,39157,24.6,3.83,6097,0.4,600
2012-12-24,39157,24.44,3.81,6097,0.4,600
2012-12-26,39157,24.11,3.75,6097,0.41,600
2012-12-27,39157,23.86,3.72,6097,0.41,600
2012-12-28,39157,24.68,3.84,6097,0.4,600
2013-01-02,39157,25.26,3.93,6097,0.39,600
2013-01-03,39157,25.42,3.96,6097,0.39,600
2013-01-04,39157,26.0,4.05,6097,0.38,600
2013-01-07,39157,25.75,4.01,6097,0.38,600
2013-01-08,39157,25.34,3.95,6097,0.39,600
2013-01-09,39157,24.19,3.77,6097,0.41,600
2013-01-10,39157,23.29,3.63,6097,0.42,600
