날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,4682,22.07,3.86,818,0.25,45
2012-01-03,4682,22.37,3.91,818,0.25,45
2012-01-04,4682,21.82,3.81,818,0.25,45
2012-01-05,4682,21.76,3.8,818,0.25,45
2012-01-06,4682,21.94,3.83,818,0.25,45
2012-01-09,4682,22.31,3.9,818,0.25,45
2012-01-10,4682,23.35,4.08,818,0.24,45
2012-01-11,4682,24.14,4.22,818,0.23,45
2012-01-12,4682,24.14,4.22,818,0.23,45
2012-01-13,4682,23.47,4.1,818,0.23,45
2012-01-16,4682,23.53,4.11,818,0.23,45
2012-01-17,4682,23.78,4.15,818,0.23,45
2012-01-18,4682,23.66,4.13,818,0.23,45
2012-01-19,4682,23.72,4.14,818,0.23,45
2012-01-20,4682,23.72,4.14,818,0.23,45
2012-01-25,4682,23.53,4.11,818,0.23,45
2012-01-26,4682,23.78,4.15,818,0.23,45
2012-01-27,4682,23.41,4.09,818,0.23,45
2012-01-30,4682,22.19,3.88,818,0.25,45
2012-01-31,4682,22.0,3.84,818,0.25,45
2012-02-01,4682,21.21,3.71,818,0.26,45
2012-02-02,4682,21.21,3.71,818,0.26,45
2012-02-03,4682,20.66,3.61,818,0.27,45
2012-02-06,4682,19.99,3.49,818,0.28,45
2012-02-07,4682,20.97,3.66,818,0.26,45
2012-02-08,4682,20.66,3.61,818,0.27,45
2012-02-09,4682,20.05,3.5,818,0.27,45
2012-02-10,4682,20.29,3.55,818,0.27,45
2012-02-13,4682,21.27,3.72,818,0.26,45
2012-02-14,4682,21.88,3.82,818,0.25,45
2012-02-15,4682,21.39,3.74,818,0.26,45
2012-02-16,4682,20.78,3.63,818,0.26,45
2012-02-17,4682,20.84,3.64,818,0.26,45
2012-02-20,4682,20.29,3.55,818,0.27,45
2012-02-21,4682,20.35,3.56,818,0.27,45
2012-02-22,4682,20.54,3.59,818,0.27,45
2012-02-23,4682,20.23,3.53,818,0.27,45
2012-02-24,4682,20.23,3.53,818,0.27,45
2012-02-27,4682,19.56,3.42,818,0.28,45
2012-02-28,4682,19.44,3.4,818,0.28,45
2012-02-29,4682,19.74,3.45,818,0.28,45
2012-03-02,4682,19.93,3.48,818,0.28,45
2012-03-05,4682,19.68,3.44,818,0.28,45
2012-03-06,4682,19.68,3.44,818,0.28,45
2012-03-07,4682,19.07,3.33,818,0.29,45
2012-03-08,4682,19.19,3.35,818,0.29,45
2012-03-09,4682,20.35,3.56,818,0.27,45
2012-03-12,4682,20.42,3.57,818,0.27,45
2012-03-13,4682,21.21,3.71,818,0.26,45
2012-03-14,4682,21.21,3.71,818,0.26,45
2012-03-15,4682,21.03,3.67,818,0.26,45
2012-03-16,4682,21.15,3.7,818,0.26,45
2012-03-19,4682,20.54,3.59,818,0.27,45
2012-03-20,4682,20.17,3.52,818,0.27,45
2012-03-21,4682,20.78,3.63,818,0.26,45
2012-03-22,4682,20.78,3.63,818,0.26,45
2012-03-23,4682,21.39,3.74,818,0.26,45
2012-03-26,4682,21.09,3.68,818,0.26,45
2012-03-27,4682,22.0,3.84,818,0.25,45
2012-03-28,4682,22.25,3.89,818,0.25,45
2012-03-29,4682,22.25,3.89,818,0.25,45
2012-03-30,4682,21.76,3.8,818,0.25,45
2012-04-02,4682,22.0,3.84,818,0.25,45
2012-04-03,4682,22.31,3.9,818,0.25,45
2012-04-04,4682,22.0,3.84,818,0.25,45
2012-04-05,4682,22.86,3.99,818,0.24,45
2012-04-06,4682,22.13,3.87,818,0.25,45
2012-04-09,4682,21.03,3.67,818,0.26,45
2012-04-10,4682,21.15,3.7,818,0.26,45
2012-04-12,4682,21.64,3.78,818,0.25,45
2012-04-13,4682,22.0,3.84,818,0.25,45
2012-04-16,4682,21.88,3.82,818,0.25,45
2012-04-17,4682,21.21,3.71,818,0.26,45
2012-04-18,4682,21.33,3.73,818,0.26,45
2012-04-19,4682,21.7,3.79,818,0.25,45
2012-04-20,4682,20.97,3.66,818,0.26,45
2012-04-23,4682,21.09,3.68,818,0.26,45
2012-04-24,5571,19.93,3.14,878,0.34,60
2012-04-25,5571,20.5,3.23,878,0.33,60
2012-04-26,5571,20.79,3.28,878,0.33,60
2012-04-27,5571,20.9,3.29,878,0.33,60
2012-04-30,5571,21.64,3.41,878,0.32,60
2012-05-02,5571,21.64,3.41,878,0.32,60
2012-05-03,5571,21.64,3.41,878,0.32,60
2012-05-04,5571,21.7,3.42,878,0.31,60
2012-05-07,5571,21.18,3.34,878,0.32,60
2012-05-08,5571,21.75,3.43,878,0.31,60
2012-05-09,5571,21.53,3.39,878,0.32,60
2012-05-10,5571,22.15,3.49,878,0.31,60
2012-05-11,5571,22.21,3.5,878,0.31,60
2012-05-14,5571,22.49,3.55,878,0.3,60
2012-05-15,5571,22.49,3.55,878,0.3,60
2012-05-16,5571,21.53,3.39,878,0.32,60
2012-05-17,5571,20.73,3.27,878,0.33,60
2012-05-18,5571,20.44,3.22,878,0.33,60
2012-05-21,5571,21.92,3.46,878,0.31,60
2012-05-22,5571,22.61,3.56,878,0.3,60
2012-05-23,5571,22.61,3.56,878,0.3,60
2012-05-24,5571,23.18,3.65,878,0.29,60
2012-05-25,5571,23.86,3.76,878,0.29,60
2012-05-29,5571,23.63,3.72,878,0.29,60
2012-05-30,5571,23.18,3.65,878,0.29,60
2012-05-31,5571,23.8,3.75,878,0.29,60
2012-06-01,5571,24.72,3.9,878,0.28,60
2012-06-04,5571,24.83,3.91,878,0.28,60
2012-06-05,5571,24.49,3.86,878,0.28,60
2012-06-07,5571,23.92,3.77,878,0.29,60
2012-06-08,5571,23.63,3.72,878,0.29,60
2012-06-11,5571,23.92,3.77,878,0.29,60
2012-06-12,5571,24.03,3.79,878,0.28,60
2012-06-13,5571,23.46,3.7,878,0.29,60
2012-06-14,5571,24.6,3.88,878,0.28,60
2012-06-15,5571,24.54,3.87,878,0.28,60
2012-06-18,5571,24.43,3.85,878,0.28,60
2012-06-19,5571,24.26,3.82,878,0.28,60
2012-06-20,5571,23.8,3.75,878,0.29,60
2012-06-21,5571,24.03,3.79,878,0.28,60
2012-06-22,5571,24.26,3.82,878,0.28,60
2012-06-25,5571,23.69,3.73,878,0.29,60
2012-06-26,5571,22.95,3.62,878,0.3,60
2012-06-27,5571,23.58,3.72,878,0.29,60
2012-06-28,5571,22.78,3.59,878,0.3,60
2012-06-29,5571,22.95,3.62,878,0.3,60
2012-07-02,5571,22.84,3.6,878,0.3,60
2012-07-03,5571,21.81,3.44,878,0.31,60
2012-07-04,5571,22.44,3.54,878,0.3,60
2012-07-05,5571,22.67,3.57,878,0.3,60
2012-07-06,5571,22.15,3.49,878,0.31,60
2012-07-09,5571,22.21,3.5,878,0.31,60
2012-07-10,5571,21.87,3.45,878,0.31,60
2012-07-11,5571,22.21,3.5,878,0.31,60
2012-07-12,5571,21.7,3.42,878,0.31,60
2012-07-13,5571,22.49,3.55,878,0.3,60
2012-07-16,5571,22.32,3.52,878,0.31,60
2012-07-17,5571,21.92,3.46,878,0.31,60
2012-07-18,5571,21.36,3.37,878,0.32,60
2012-07-19,5571,21.47,3.38,878,0.32,60
2012-07-20,5571,22.78,3.59,878,0.3,60
2012-07-23,5571,22.55,3.55,878,0.3,60
2012-07-24,5571,22.61,3.56,878,0.3,60
2012-07-25,5571,22.49,3.55,878,0.3,60
2012-07-26,5571,23.06,3.63,878,0.3,60
2012-07-27,5571,22.61,3.56,878,0.3,60
2012-07-30,5571,22.89,3.61,878,0.3,60
2012-07-31,5571,23.35,3.68,878,0.29,60
2012-08-01,5571,22.1,3.48,878,0.31,60
2012-08-02,5571,21.81,3.44,878,0.31,60
2012-08-03,5571,21.87,3.45,878,0.31,60
2012-08-06,5571,22.27,3.51,878,0.31,60
2012-08-07,5571,22.27,3.51,878,0.31,60
2012-08-08,5571,22.21,3.5,878,0.31,60
2012-08-09,5571,23.46,3.7,878,0.29,60
2012-08-10,5571,23.75,3.74,878,0.29,60
2012-08-13,5571,23.69,3.73,878,0.29,60
2012-08-14,5571,23.92,3.77,878,0.29,60
2012-08-16,5571,23.63,3.72,878,0.29,60
2012-08-17,5571,23.69,3.73,878,0.29,60
2012-08-20,5571,23.86,3.76,878,0.29,60
2012-08-21,5571,23.23,3.66,878,0.29,60
2012-08-22,5571,23.18,3.65,878,0.29,60
2012-08-23,5571,23.35,3.68,878,0.29,60
2012-08-24,5571,23.41,3.69,878,0.29,60
2012-08-27,5571,23.69,3.73,878,0.29,60
2012-08-28,5571,23.41,3.69,878,0.29,60
2012-08-29,5571,23.23,3.66,878,0.29,60
2012-08-30,5571,22.72,3.58,878,0.3,60
2012-08-31,5571,22.21,3.5,878,0.31,60
2012-09-03,5571,22.72,3.58,878,0.3,60
2012-09-04,5571,22.21,3.5,878,0.31,60
2012-09-05,5571,21.87,3.45,878,0.31,60
2012-09-06,5571,21.98,3.46,878,0.31,60
2012-09-07,5571,22.44,3.54,878,0.3,60
2012-09-10,5571,21.92,3.46,878,0.31,60
2012-09-11,5571,22.04,3.47,878,0.31,60
2012-09-12,5571,22.21,3.5,878,0.31,60
2012-09-13,5571,22.44,3.54,878,0.3,60
2012-09-14,5571,23.23,3.66,878,0.29,60
2012-09-17,5571,22.84,3.6,878,0.3,60
2012-09-18,5571,22.32,3.52,878,0.31,60
2012-09-19,5571,22.21,3.5,878,0.31,60
2012-09-20,5571,21.58,3.4,878,0.32,60
2012-09-21,5571,21.64,3.41,878,0.32,60
2012-09-24,5571,22.21,3.5,878,0.31,60
2012-09-25,5571,21.81,3.44,878,0.31,60
2012-09-26,5571,21.92,3.46,878,0.31,60
2012-09-27,5571,22.21,3.5,878,0.31,60
2012-09-28,5571,22.21,3.5,878,0.31,60
2012-10-02,5571,21.92,3.46,878,0.31,60
2012-10-04,5571,21.24,3.35,878,0.32,60
2012-10-05,5571,21.3,3.36,878,0.32,60
2012-10-08,5571,21.01,3.31,878,0.33,60
2012-10-09,5571,21.01,3.31,878,0.33,60
2012-10-10,5571,20.39,3.21,878,0.34,60
2012-10-11,5571,20.79,3.28,878,0.33,60
2012-10-12,5571,20.9,3.29,878,0.33,60
2012-10-15,5571,21.41,3.37,878,0.32,60
2012-10-16,5571,20.62,3.25,878,0.33,60
2012-10-17,5571,19.99,3.15,878,0.34,60
2012-10-18,5571,20.39,3.21,878,0.34,60
2012-10-19,5571,20.27,3.2,878,0.34,60
2012-10-22,5571,19.93,3.14,878,0.34,60
2012-10-23,5571,19.7,3.11,878,0.35,60
2012-10-24,5571,19.25,3.03,878,0.36,60
2012-10-25,5571,18.96,2.99,878,0.36,60
2012-10-26,5571,18.79,2.96,878,0.36,60
2012-10-29,5571,18.28,2.88,878,0.37,60
2012-10-30,5571,18.68,2.94,878,0.37,60
2012-10-31,5571,19.42,3.06,878,0.35,60
2012-11-01,5571,17.37,2.74,878,0.39,60
2012-11-02,5571,17.88,2.82,878,0.38,60
2012-11-05,5571,16.8,2.65,878,0.41,60
2012-11-06,5571,17.48,2.76,878,0.39,60
2012-11-07,5571,17.71,2.79,878,0.39,60
2012-11-08,5571,18.22,2.87,878,0.38,60
2012-11-09,5571,18.34,2.89,878,0.37,60
2012-11-12,5571,17.94,2.83,878,0.38,60
2012-11-13,5571,17.65,2.78,878,0.39,60
2012-11-14,5571,17.14,2.7,878,0.4,60
2012-11-15,5571,16.97,2.67,878,0.4,60
2012-11-16,5571,16.86,2.66,878,0.41,60
2012-11-19,5571,16.97,2.67,878,0.4,60
2012-11-20,5571,17.08,2.69,878,0.4,60
2012-11-21,5571,17.08,2.69,878,0.4,60
2012-11-22,5571,17.48,2.76,878,0.39,60
2012-11-23,5571,18.79,2.96,878,0.36,60
2012-11-26,5571,19.13,3.02,878,0.36,60
2012-11-27,5571,19.08,3.01,878,0.36,60
2012-11-28,5571,18.45,2.91,878,0.37,60
2012-11-29,5571,19.36,3.05,878,0.35,60
2012-11-30,5571,19.36,3.05,878,0.35,60
2012-12-03,5571,19.82,3.12,878,0.34,60
2012-12-04,5571,19.76,3.11,878,0.35,60
2012-12-05,5571,20.1,3.17,878,0.34,60
2012-12-06,5571,19.25,3.03,878,0.36,60
2012-12-07,5571,19.36,3.05,878,0.35,60
2012-12-10,5571,19.08,3.01,878,0.36,60
2012-12-11,5571,19.7,3.11,878,0.35,60
2012-12-12,5571,19.08,3.01,878,0.36,60
2012-12-13,5571,19.02,3.0,878,0.36,60
2012-12-14,5571,19.02,3.0,878,0.36,60
2012-12-17,5571,18.28,2.88,878,0.37,60
2012-12-18,5571,18.96,2.99,878,0.36,60
2012-12-20,5571,18.68,2.94,878,0.37,60
2012-12-21,5571,18.56,2.93,878,0.37,60
2012-12-24,5571,19.02,3.0,878,0.36,60
2012-12-26,5571,18.56,2.93,878,0.37,60
2012-12-27,5571,18.45,2.91,878,0.37,60
2012-12-28,5571,18.22,2.87,878,0.38,60
2013-01-02,5571,18.45,2.91,878,0.37,60
2013-01-03,5571,17.6,2.77,878,0.39,60
2013-01-04,5571,17.6,2.77,878,0.39,60
2013-01-07,5571,17.82,2.81,878,0.38,60
2013-01-08,5571,16.97,2.67,878,0.4,60
2013-01-09,5571,17.2,2.71,878,0.4,60
2013-01-10,5571,16.91,2.67,878,0.4,60
2013-01-11,5571,16.74,2.64,878,0.41,60
2013-01-14,5571,15.55,2.45,878,0.44,60
2013-01-15,5571,15.15,2.39,878,0.45,60
2013-01-16,5571,14.92,2.35,878,0.46,60
2013-01-17,5571,15.09,2.38,878,0.45,60
2013-01-18,5571,15.03,2.37,878,0.45,60
2013-01-21,5571,14.81,2.33,878,0.46,60
2013-01-22,5571,15.09,2.38,878,0.45,60
2013-01-23,5571,15.32,2.41,878,0.45,60
2013-01-24,5571,14.98,2.36,878,0.46,60
2013-01-25,5571,14.69,2.32,878,0.47,60
2013-01-28,5571,14.58,2.3,878,0.47,60
2013-01-29,5571,14.64,2.31,878,0.47,60
2013-01-30,5571,14.52,2.29,878,0.47,60
2013-01-31,5571,14.41,2.27,878,0.47,60
2013-02-01,5571,14.52,2.29,878,0.47,60
2013-02-04,5571,14.07,2.22,878,0.49,60
2013-02-05,5571,13.78,2.17,878,0.5,60
2013-02-06,5571,13.5,2.13,878,0.51,60
2013-02-07,5571,13.78,2.17,878,0.5,60
2013-02-08,5571,14.52,2.29,878,0.47,60
2013-02-12,5571,14.12,2.23,878,0.48,60
2013-02-13,5571,14.58,2.3,878,0.47,60
2013-02-14,5571,14.52,2.29,878,0.47,60
2013-02-15,5571,14.92,2.35,878,0.46,60
2013-02-18,5571,15.03,2.37,878,0.45,60
2013-02-19,5571,14.86,2.34,878,0.46,60
2013-02-20,5571,15.6,2.46,878,0.44,60
2013-02-21,5571,16.74,2.64,878,0.41,60
2013-02-22,5571,17.14,2.7,878,0.4,60
2013-02-25,5571,16.91,2.67,878,0.4,60
2013-02-26,5571,17.2,2.71,878,0.4,60
2013-02-27,5571,17.2,2.71,878,0.4,60
2013-02-28,5571,17.71,2.79,878,0.39,60
2013-03-04,5571,17.2,2.71,878,0.4,60
2013-03-05,5571,17.14,2.7,878,0.4,60
2013-03-06,5571,16.97,2.67,878,0.4,60
2013-03-07,5571,16.91,2.67,878,0.4,60
2013-03-08,5571,17.65,2.78,878,0.39,60
2013-03-11,5571,17.65,2.78,878,0.39,60
2013-03-12,5571,17.71,2.79,878,0.39,60
2013-03-13,5571,17.65,2.78,878,0.39,60
2013-03-14,5571,18.68,2.94,878,0.37,60
2013-03-15,5571,18.85,2.97,878,0.36,60
2013-03-18,5571,18.45,2.91,878,0.37,60
2013-03-19,5571,18.11,2.85,878,0.38,60
2013-03-20,5571,17.82,2.81,878,0.38,60
2013-03-21,5571,18.11,2.85,878,0.38,60
2013-03-22,5571,18.39,2.9,878,0.37,60
2013-03-25,5571,18.45,2.91,878,0.37,60
2013-03-26,5571,18.45,2.91,878,0.37,60
2013-03-27,5571,17.54,2.76,878,0.39,60
2013-03-28,5571,16.97,2.67,878,0.4,60
2013-03-29,5571,17.2,2.71,878,0.4,60
2013-04-01,5571,16.69,2.63,878,0.41,60
2013-04-02,5571,16.51,2.6,878,0.41,60
2013-04-03,5571,17.26,2.72,878,0.4,60
2013-04-04,5571,16.63,2.62,878,0.41,60
2013-04-05,5571,16.46,2.59,878,0.42,60
2013-04-08,5571,16.46,2.59,878,0.42,60
2013-04-09,5571,16.46,2.59,878,0.42,60
2013-04-10,5571,16.46,2.59,878,0.42,60
2013-04-11,5571,16.46,2.59,878,0.42,60
2013-04-12,5571,15.77,2.49,878,0.43,60
2013-04-15,5571,15.6,2.46,878,0.44,60
2013-04-16,5571,15.03,2.37,878,0.45,60
2013-04-17,5571,15.38,2.42,878,0.44,60
2013-04-18,5571,15.32,2.41,878,0.45,60
2013-04-19,5571,15.32,2.41,878,0.45,60
2013-04-22,5571,15.32,2.41,878,0.45,60
2013-04-23,5571,15.32,2.41,878,0.45,60
2013-04-24,5571,16.0,2.52,878,0.43,60
2013-04-25,5571,16.17,2.55,878,0.42,60
2013-04-26,5571,16.57,2.61,878,0.41,60
2013-04-29,5571,16.29,2.57,878,0.42,60
2013-04-30,6683,10.79,2.15,1335,0.42,60
2013-05-02,6683,11.2,2.24,1335,0.4,60
2013-05-03,6683,11.01,2.2,1335,0.41,60
2013-05-06,6683,10.86,2.17,1335,0.41,60
2013-05-07,6683,10.64,2.12,1335,0.42,60
2013-05-08,6683,10.49,2.09,1335,0.43,60
2013-05-09,6683,10.64,2.12,1335,0.42,60
2013-05-10,6683,10.34,2.06,1335,0.43,60
2013-05-13,6683,10.6,2.12,1335,0.42,60
2013-05-14,6683,11.87,2.37,1335,0.38,60
2013-05-15,6683,11.46,2.29,1335,0.39,60
2013-05-16,6683,11.54,2.3,1335,0.39,60
2013-05-20,6683,12.21,2.44,1335,0.37,60
2013-05-21,6683,12.13,2.42,1335,0.37,60
2013-05-22,6683,11.99,2.39,1335,0.38,60
2013-05-23,6683,12.17,2.43,1335,0.37,60
2013-05-24,6683,12.1,2.42,1335,0.37,60
2013-05-27,6683,12.21,2.44,1335,0.37,60
2013-05-28,6683,11.95,2.39,1335,0.38,60
2013-05-29,6683,11.84,2.36,1335,0.38,60
2013-05-30,6683,12.13,2.42,1335,0.37,60
2013-05-31,6683,12.21,2.44,1335,0.37,60
2013-06-03,6683,12.28,2.45,1335,0.37,60
2013-06-04,6683,12.7,2.54,1335,0.35,60
2013-06-05,6683,12.73,2.54,1335,0.35,60
2013-06-07,6683,12.77,2.55,1335,0.35,60
2013-06-10,6683,12.47,2.49,1335,0.36,60
2013-06-11,6683,12.85,2.57,1335,0.35,60
2013-06-12,6683,12.88,2.57,1335,0.35,60
2013-06-13,6683,12.43,2.48,1335,0.36,60
2013-06-14,6683,12.43,2.48,1335,0.36,60
2013-06-17,6683,12.58,2.51,1335,0.36,60
2013-06-18,6683,12.73,2.54,1335,0.35,60
2013-06-19,6683,12.51,2.5,1335,0.36,60
2013-06-20,6683,12.51,2.5,1335,0.36,60
2013-06-21,6683,11.95,2.39,1335,0.38,60
2013-06-24,6683,11.54,2.3,1335,0.39,60
2013-06-25,6683,11.87,2.37,1335,0.38,60
2013-06-26,6683,11.57,2.31,1335,0.39,60
2013-06-27,6683,11.91,2.38,1335,0.38,60
2013-06-28,6683,12.25,2.45,1335,0.37,60
2013-07-01,6683,12.73,2.54,1335,0.35,60
2013-07-02,6683,12.17,2.43,1335,0.37,60
2013-07-03,6683,11.99,2.39,1335,0.38,60
2013-07-04,6683,12.17,2.43,1335,0.37,60
2013-07-05,6683,12.62,2.52,1335,0.36,60
2013-07-08,6683,12.62,2.52,1335,0.36,60
2013-07-09,6683,12.7,2.54,1335,0.35,60
2013-07-10,6683,12.85,2.57,1335,0.35,60
2013-07-11,6683,12.7,2.54,1335,0.35,60
2013-07-12,6683,12.25,2.45,1335,0.37,60
2013-07-15,6683,12.32,2.46,1335,0.36,60
2013-07-16,6683,12.73,2.54,1335,0.35,60
2013-07-17,6683,12.73,2.54,1335,0.35,60
2013-07-18,6683,12.81,2.56,1335,0.35,60
2013-07-19,6683,13.22,2.64,1335,0.34,60
2013-07-22,6683,13.22,2.64,1335,0.34,60
2013-07-23,6683,13.18,2.63,1335,0.34,60
2013-07-24,6683,13.26,2.65,1335,0.34,60
2013-07-25,6683,12.88,2.57,1335,0.35,60
2013-07-26,6683,13.3,2.66,1335,0.34,60
2013-07-29,6683,13.0,2.6,1335,0.35,60
2013-07-30,6683,13.22,2.64,1335,0.34,60
2013-07-31,6683,12.55,2.51,1335,0.36,60
2013-08-01,6683,12.51,2.5,1335,0.36,60
2013-08-02,6683,12.25,2.45,1335,0.37,60
2013-08-05,6683,12.4,2.48,1335,0.36,60
2013-08-06,6683,12.21,2.44,1335,0.37,60
2013-08-07,6683,12.28,2.45,1335,0.37,60
2013-08-08,6683,11.54,2.3,1335,0.39,60
2013-08-09,6683,11.16,2.23,1335,0.4,60
2013-08-12,6683,11.05,2.21,1335,0.41,60
2013-08-13,6683,11.2,2.24,1335,0.4,60
2013-08-14,6683,11.35,2.27,1335,0.4,60
2013-08-16,6683,11.09,2.21,1335,0.41,60
2013-08-19,6683,10.97,2.19,1335,0.41,60
2013-08-20,6683,10.64,2.12,1335,0.42,60
2013-08-21,6683,10.45,2.09,1335,0.43,60
2013-08-22,6683,10.49,2.09,1335,0.43,60
2013-08-23,6683,11.05,2.21,1335,0.41,60
2013-08-26,6683,11.24,2.24,1335,0.4,60
2013-08-27,6683,11.54,2.3,1335,0.39,60
2013-08-28,6683,11.91,2.38,1335,0.38,60
2013-08-29,6683,11.84,2.36,1335,0.38,60
2013-08-30,6683,11.8,2.36,1335,0.38,60
2013-09-02,6683,11.69,2.33,1335,0.38,60
2013-09-03,6683,11.84,2.36,1335,0.38,60
2013-09-04,6683,11.54,2.3,1335,0.39,60
2013-09-05,6683,11.99,2.39,1335,0.38,60
2013-09-06,6683,12.32,2.46,1335,0.36,60
2013-09-09,6683,12.28,2.45,1335,0.37,60
2013-09-10,6683,12.36,2.47,1335,0.36,60
2013-09-11,6683,12.36,2.47,1335,0.36,60
2013-09-12,6683,12.13,2.42,1335,0.37,60
2013-09-13,6683,12.13,2.42,1335,0.37,60
2013-09-16,6683,12.21,2.44,1335,0.37,60
2013-09-17,6683,12.36,2.47,1335,0.36,60
2013-09-23,6683,12.43,2.48,1335,0.36,60
2013-09-24,6683,12.55,2.51,1335,0.36,60
2013-09-25,6683,12.02,2.4,1335,0.37,60
2013-09-26,6683,11.84,2.36,1335,0.38,60
2013-09-27,6683,12.32,2.46,1335,0.36,60
2013-09-30,6683,11.99,2.39,1335,0.38,60
2013-10-01,6683,12.06,2.41,1335,0.37,60
2013-10-02,6683,11.65,2.33,1335,0.39,60
2013-10-04,6683,11.65,2.33,1335,0.39,60
2013-10-07,6683,11.76,2.35,1335,0.38,60
2013-10-08,6683,11.54,2.3,1335,0.39,60
2013-10-10,6683,11.16,2.23,1335,0.4,60
2013-10-11,6683,11.24,2.24,1335,0.4,60
2013-10-14,6683,11.16,2.23,1335,0.4,60
2013-10-15,6683,11.87,2.37,1335,0.38,60
2013-10-16,6683,11.54,2.3,1335,0.39,60
2013-10-17,6683,11.46,2.29,1335,0.39,60
2013-10-18,6683,11.65,2.33,1335,0.39,60
2013-10-21,6683,11.42,2.28,1335,0.39,60
2013-10-22,6683,11.57,2.31,1335,0.39,60
2013-10-23,6683,11.31,2.26,1335,0.4,60
2013-10-24,6683,11.2,2.24,1335,0.4,60
2013-10-25,6683,11.46,2.29,1335,0.39,60
2013-10-28,6683,11.65,2.33,1335,0.39,60
2013-10-29,6683,11.76,2.35,1335,0.38,60
2013-10-30,6683,12.25,2.45,1335,0.37,60
2013-10-31,6683,11.91,2.38,1335,0.38,60
2013-11-01,6683,11.65,2.33,1335,0.39,60
2013-11-04,6683,11.72,2.34,1335,0.38,60
2013-11-05,6683,11.61,2.32,1335,0.39,60
2013-11-06,6683,11.69,2.33,1335,0.38,60
2013-11-07,6683,11.39,2.27,1335,0.39,60
2013-11-08,6683,11.72,2.34,1335,0.38,60
2013-11-11,6683,11.84,2.36,1335,0.38,60
2013-11-12,6683,11.57,2.31,1335,0.39,60
2013-11-13,6683,11.35,2.27,1335,0.4,60
2013-11-14,6683,11.5,2.3,1335,0.39,60
2013-11-15,6683,11.87,2.37,1335,0.38,60
2013-11-18,6683,11.87,2.37,1335,0.38,60
2013-11-19,6683,12.13,2.42,1335,0.37,60
2013-11-20,6683,12.1,2.42,1335,0.37,60
2013-11-21,6683,11.87,2.37,1335,0.38,60
2013-11-22,6683,11.65,2.33,1335,0.39,60
2013-11-25,6683,11.65,2.33,1335,0.39,60
2013-11-26,6683,11.8,2.36,1335,0.38,60
2013-11-27,6683,11.76,2.35,1335,0.38,60
2013-11-28,6683,11.57,2.31,1335,0.39,60
2013-11-29,6683,11.54,2.3,1335,0.39,60
2013-12-02,6683,11.76,2.35,1335,0.38,60
2013-12-03,6683,11.5,2.3,1335,0.39,60
2013-12-04,6683,11.2,2.24,1335,0.4,60
