날짜,BPS,PER,PBR,EPS,DIV,DPS
2012-01-02,139842,12.13,2.13,24616,0.59,1750
2012-01-03,139842,12.67,2.23,24616,0.56,1750
2012-01-04,139842,12.78,2.25,24616,0.56,1750
2012-01-05,139842,12.98,2.28,24616,0.55,1750
2012-01-06,139842,12.57,2.21,24616,0.57,1750
2012-01-09,139842,12.31,2.17,24616,0.58,1750
2012-01-10,139842,12.72,2.24,24616,0.56,1750
2012-01-11,139842,12.76,2.25,24616,0.56,1750
2012-01-12,139842,13.28,2.34,24616,0.54,1750
2012-01-13,139842,13.18,2.32,24616,0.54,1750
2012-01-16,139842,13.26,2.33,24616,0.54,1750
2012-01-17,139842,13.85,2.44,24616,0.51,1750
2012-01-18,139842,14.08,2.48,24616,0.51,1750
2012-01-19,139842,13.97,2.46,24616,0.51,1750
2012-01-20,139842,14.91,2.62,24616,0.48,1750
2012-01-25,139842,14.73,2.59,24616,0.48,1750
2012-01-26,139842,14.73,2.59,24616,0.48,1750
2012-01-27,139842,14.64,2.58,24616,0.49,1750
2012-01-30,139842,14.34,2.52,24616,0.5,1750
2012-01-31,139842,14.89,2.62,24616,0.48,1750
2012-02-01,139842,14.97,2.64,24616,0.47,1750
2012-02-02,139842,15.27,2.69,24616,0.47,1750
2012-02-03,139842,15.74,2.77,24616,0.45,1750
2012-02-06,139842,15.13,2.66,24616,0.47,1750
2012-02-07,139842,15.01,2.64,24616,0.47,1750
2012-02-08,139842,15.5,2.73,24616,0.46,1750
2012-02-09,139842,16.05,2.82,24616,0.44,1750
2012-02-10,139842,15.6,2.75,24616,0.46,1750
2012-02-13,139842,15.52,2.73,24616,0.46,1750
2012-02-14,139842,15.29,2.69,24616,0.46,1750
2012-02-15,139842,15.56,2.74,24616,0.46,1750
2012-02-16,139842,14.99,2.64,24616,0.47,1750
2012-02-17,139842,14.89,2.62,24616,0.48,1750
2012-02-20,139842,15.46,2.72,24616,0.46,1750
2012-02-21,139842,15.19,2.67,24616,0.47,1750
2012-02-22,139842,15.17,2.67,24616,0.47,1750
2012-02-23,139842,14.54,2.56,24616,0.49,1750
2012-02-24,139842,14.58,2.57,24616,0.49,1750
2012-02-27,139842,14.02,2.47,24616,0.51,1750
2012-02-28,139842,14.42,2.54,24616,0.49,1750
2012-02-29,139842,14.38,2.53,24616,0.49,1750
2012-03-02,139842,14.58,2.57,24616,0.49,1750
2012-03-05,139842,13.89,2.45,24616,0.51,1750
2012-03-06,139842,14.06,2.47,24616,0.51,1750
2012-03-07,139842,13.77,2.42,24616,0.52,1750
2012-03-08,139842,13.91,2.45,24616,0.51,1750
2012-03-09,139842,13.79,2.43,24616,0.52,1750
2012-03-12,139842,12.98,2.28,24616,0.55,1750
2012-03-13,139842,13.08,2.3,24616,0.54,1750
2012-03-14,139842,13.2,2.32,24616,0.54,1750
2012-03-15,139842,12.9,2.27,24616,0.55,1750
2012-03-16,139842,13.06,2.3,24616,0.54,1750
2012-03-19,139842,13.08,2.3,24616,0.54,1750
2012-03-20,139842,13.1,2.31,24616,0.54,1750
2012-03-21,139842,12.72,2.24,24616,0.56,1750
2012-03-22,139842,12.45,2.19,24616,0.57,1750
2012-03-23,139842,13.02,2.29,24616,0.55,1750
2012-03-26,139842,12.86,2.26,24616,0.55,1750
2012-03-27,139842,12.92,2.27,24616,0.55,1750
2012-03-28,139842,12.94,2.28,24616,0.55,1750
2012-03-29,139842,13.12,2.31,24616,0.54,1750
2012-03-30,139842,13.67,2.41,24616,0.52,1750
2012-04-02,139842,13.73,2.42,24616,0.52,1750
2012-04-03,139842,13.63,2.4,24616,0.52,1750
2012-04-04,139842,12.94,2.28,24616,0.55,1750
2012-04-05,139842,12.94,2.28,24616,0.55,1750
2012-04-06,139842,13.26,2.33,24616,0.54,1750
2012-04-09,139842,12.94,2.28,24616,0.55,1750
2012-04-10,139842,13.3,2.34,24616,0.53,1750
2012-04-12,139842,13.63,2.4,24616,0.52,1750
2012-04-13,139842,13.61,2.4,24616,0.52,1750
2012-04-16,139842,13.3,2.34,24616,0.53,1750
2012-04-17,139842,13.1,2.31,24616,0.54,1750
2012-04-18,139842,12.92,2.27,24616,0.55,1750
2012-04-19,139842,13.04,2.3,24616,0.55,1750
2012-04-20,139842,11.96,2.11,24616,0.59,1750
2012-04-23,139842,12.09,2.13,24616,0.59,1750
2012-04-24,171456,9.25,1.66,30701,0.62,1750
2012-04-25,171456,9.14,1.64,30701,0.62,1750
2012-04-26,171456,9.07,1.62,30701,0.63,1750
2012-04-27,171456,8.71,1.56,30701,0.65,1750
2012-04-30,171456,8.86,1.59,30701,0.64,1750
2012-05-02,171456,9.3,1.67,30701,0.61,1750
2012-05-03,171456,9.17,1.64,30701,0.62,1750
2012-05-04,171456,9.33,1.67,30701,0.61,1750
2012-05-07,171456,8.89,1.59,30701,0.64,1750
2012-05-08,171456,9.06,1.62,30701,0.63,1750
2012-05-09,171456,8.45,1.51,30701,0.67,1750
2012-05-10,171456,8.52,1.53,30701,0.67,1750
2012-05-11,171456,8.21,1.47,30701,0.69,1750
2012-05-14,171456,8.13,1.46,30701,0.7,1750
2012-05-15,171456,7.82,1.4,30701,0.73,1750
2012-05-16,171456,7.67,1.37,30701,0.74,1750
2012-05-17,171456,7.98,1.43,30701,0.71,1750
2012-05-18,171456,7.83,1.4,30701,0.73,1750
2012-05-21,171456,7.85,1.41,30701,0.73,1750
2012-05-22,171456,8.01,1.43,30701,0.71,1750
2012-05-23,171456,7.72,1.38,30701,0.74,1750
2012-05-24,171456,7.64,1.37,30701,0.75,1750
2012-05-25,171456,8.08,1.45,30701,0.71,1750
2012-05-29,171456,8.57,1.53,30701,0.67,1750
2012-05-30,171456,8.31,1.49,30701,0.69,1750
2012-05-31,171456,8.14,1.46,30701,0.7,1750
2012-06-01,171456,7.83,1.4,30701,0.73,1750
2012-06-04,171456,7.26,1.3,30701,0.78,1750
2012-06-05,171456,7.23,1.29,30701,0.79,1750
2012-06-07,171456,7.31,1.31,30701,0.78,1750
2012-06-08,171456,7.39,1.32,30701,0.77,1750
2012-06-11,171456,7.92,1.42,30701,0.72,1750
2012-06-12,171456,7.62,1.36,30701,0.75,1750
2012-06-13,171456,7.39,1.32,30701,0.77,1750
2012-06-14,171456,7.43,1.33,30701,0.77,1750
2012-06-15,171456,7.43,1.33,30701,0.77,1750
2012-06-18,171456,7.69,1.38,30701,0.74,1750
2012-06-19,171456,7.74,1.39,30701,0.74,1750
2012-06-20,171456,7.95,1.42,30701,0.72,1750
2012-06-21,171456,7.69,1.38,30701,0.74,1750
2012-06-22,171456,7.49,1.34,30701,0.76,1750
2012-06-25,171456,7.49,1.34,30701,0.76,1750
2012-06-26,171456,7.51,1.34,30701,0.76,1750
2012-06-27,171456,7.62,1.36,30701,0.75,1750
2012-06-28,171456,7.51,1.34,30701,0.76,1750
2012-06-29,171456,7.7,1.38,30701,0.74,1750
2012-07-02,171456,7.77,1.39,30701,0.73,1750
2012-07-03,171456,8.16,1.46,30701,0.7,1750
2012-07-04,171456,8.03,1.44,30701,0.71,1750
2012-07-05,171456,8.22,1.47,30701,0.69,1750
2012-07-06,171456,8.24,1.48,30701,0.69,1750
2012-07-09,171456,7.98,1.43,30701,0.71,1750
2012-07-10,171456,7.85,1.41,30701,0.73,1750
2012-07-11,171456,7.93,1.42,30701,0.72,1750
2012-07-12,171456,7.77,1.39,30701,0.73,1750
2012-07-13,171456,7.82,1.4,30701,0.73,1750
2012-07-16,171456,7.95,1.42,30701,0.72,1750
2012-07-17,171456,8.27,1.48,30701,0.69,1750
2012-07-18,171456,8.26,1.48,30701,0.69,1750
2012-07-19,171456,8.35,1.5,30701,0.68,1750
2012-07-20,171456,8.32,1.49,30701,0.68,1750
2012-07-23,171456,7.98,1.43,30701,0.71,1750
2012-07-24,171456,7.52,1.35,30701,0.76,1750
2012-07-25,171456,7.3,1.31,30701,0.78,1750
2012-07-26,171456,7.46,1.34,30701,0.76,1750
2012-07-27,171456,7.56,1.35,30701,0.75,1750
2012-07-30,171456,7.61,1.36,30701,0.75,1750
2012-07-31,171456,7.77,1.39,30701,0.73,1750
2012-08-01,171456,7.7,1.38,30701,0.74,1750
2012-08-02,171456,7.69,1.38,30701,0.74,1750
2012-08-03,171456,7.54,1.35,30701,0.76,1750
2012-08-06,171456,8.0,1.43,30701,0.71,1750
2012-08-07,171456,8.09,1.45,30701,0.7,1750
2012-08-08,171456,8.03,1.44,30701,0.71,1750
2012-08-09,171456,8.34,1.49,30701,0.68,1750
2012-08-10,171456,8.4,1.5,30701,0.68,1750
2012-08-13,171456,8.19,1.47,30701,0.7,1750
2012-08-14,171456,8.26,1.48,30701,0.69,1750
2012-08-16,171456,8.4,1.5,30701,0.68,1750
2012-08-17,171456,8.55,1.53,30701,0.67,1750
2012-08-20,171456,8.45,1.51,30701,0.67,1750
2012-08-21,171456,8.31,1.49,30701,0.69,1750
2012-08-22,171456,8.34,1.49,30701,0.68,1750
2012-08-23,171456,8.21,1.47,30701,0.69,1750
2012-08-24,171456,8.06,1.44,30701,0.71,1750
2012-08-27,171456,8.16,1.46,30701,0.7,1750
2012-08-28,171456,8.03,1.44,30701,0.71,1750
2012-08-29,171456,7.95,1.42,30701,0.72,1750
2012-08-30,171456,7.64,1.37,30701,0.75,1750
2012-08-31,171456,7.62,1.36,30701,0.75,1750
2012-09-03,171456,7.82,1.4,30701,0.73,1750
2012-09-04,171456,7.9,1.41,30701,0.72,1750
2012-09-05,171456,7.72,1.38,30701,0.74,1750
2012-09-06,171456,7.69,1.38,30701,0.74,1750
2012-09-07,171456,8.18,1.46,30701,0.7,1750
2012-09-10,171456,8.11,1.45,30701,0.7,1750
2012-09-11,171456,7.93,1.42,30701,0.72,1750
2012-09-12,171456,8.03,1.44,30701,0.71,1750
2012-09-13,171456,7.93,1.42,30701,0.72,1750
2012-09-14,171456,8.37,1.5,30701,0.68,1750
2012-09-17,171456,8.6,1.54,30701,0.66,1750
2012-09-18,171456,8.66,1.55,30701,0.66,1750
2012-09-19,171456,8.7,1.56,30701,0.66,1750
2012-09-20,171456,8.44,1.51,30701,0.68,1750
2012-09-21,171456,8.55,1.53,30701,0.67,1750
2012-09-24,171456,8.34,1.49,30701,0.68,1750
2012-09-25,171456,8.35,1.5,30701,0.68,1750
2012-09-26,171456,8.27,1.48,30701,0.69,1750
2012-09-27,171456,8.57,1.53,30701,0.67,1750
2012-09-28,171456,8.65,1.55,30701,0.66,1750
2012-10-02,171456,8.55,1.53,30701,0.67,1750
2012-10-04,171456,8.32,1.49,30701,0.68,1750
